"SC","Year","ISO3","POP","GCAP","carPKM","motorPKM","ptPKM","walkPKM","cyclePKM"
"BAU",2015,"COD",24744,1587.46886484202,9034101699.6189,11053027899.4712,51377731072.7677,3074778070.60509,4254426288.41805
"ROG",2015,"COD",24744,1587.46886484202,8719869554.99898,11084268439.2015,51352936207.2742,3083382535.83382,4266502712.29171
"LUT",2015,"COD",24744,1587.46886484202,8719869554.99898,11084268439.2015,51352936207.2742,3083382535.83382,4266502712.29171
"BAU",2020,"COD",30122,1878.36691395014,11082698458.729,15360739947.2093,72145576830.3603,4412474778.61358,6104158624.4257
"ROG",2020,"COD",30122,1878.36691395014,9265584626.78163,15527443405.7028,72205578273.6704,4465868206.00495,6178098508.44161
"LUT",2020,"COD",30122,1878.36691395014,9265584626.78163,15527443405.7028,72205578273.6704,4465868206.00495,6178098508.44161
"BAU",2025,"COD",36110,2201.21930048414,13466696810.0321,20250422594.7241,95951207417.9156,5919080090.02179,8195999758.66869
"ROG",2025,"COD",36110,2201.21930048414,10245263485.6303,18922807302.1283,113417073455.111,5485238945.57605,7594205027.57443
"LUT",2025,"COD",36110,2201.21930048414,8183979030.37564,17488321822.3662,106055581273.784,4877166692.51602,6769055500.12253
"BAU",2030,"COD",42744,2615.35664994216,15812803729.1781,25884396773.0869,123591293461.721,7649729003.61964,10612187455.4527
"ROG",2030,"COD",42744,2615.35664994216,9918342370.68568,21823213172.1177,172247651612.338,6351565171.07728,8807887605.94878
"LUT",2030,"COD",42744,2615.35664994216,7104494922.47103,18731080891.6885,152358636546.455,5081300917.11009,7077768767.22835
"BAU",2035,"COD",48064,3153.79887159577,18397659022.0312,30361790923.6862,145564173672.556,9082516188.75097,12631017771.2966
"ROG",2035,"COD",48064,3153.79887159577,9630318152.87245,22366865454.3949,238004493103.808,6546331376.10562,9095765368.30218
"LUT",2035,"COD",48064,3153.79887159577,6337498547.51657,18112852602.7018,202911529096.989,4831134904.85072,6752297117.93787
"BAU",2040,"COD",53617,3780.6736668947,21143096946.4993,35176292297.8513,169275507025.173,10624541607.1312,14820424141.489
"ROG",2040,"COD",53617,3780.6736668947,9087244797.93115,22262128211.7001,315996615392.707,6547928098.30078,9119459138.52174
"LUT",2040,"COD",53617,3780.6736668947,5473201091.87324,17018859233.7511,259751951747.464,4471171847.19097,6272344241.11105
"BAU",2045,"COD",59343,4506.42971910444,24681734995.1779,40233335522.2898,194234198584.227,12242995016.8378,17139971590.3874
"ROG",2045,"COD",59343,4506.42971910444,8785744084.32284,21572077123.3687,404192630916.287,6375591470.12901,8904007569.75506
"LUT",2045,"COD",59343,4506.42971910444,4866034252.998,15581424169.4674,320609230603.098,4040406035.24635,5690952436.43215
"BAU",2050,"COD",65190,5351.66583007647,28161925333.2244,45593616086.4884,220765927789.154,13957964217.927,19624697107.1386
"ROG",2050,"COD",65190,5351.66583007647,8089797132.68729,20437621357.8422,501989784845.384,6071789993.58285,8507005196.52826
"LUT",2050,"COD",65190,5351.66583007647,4135722717.28775,13958406329.5489,384664937894.109,3580408545.63854,5065549477.58657
"BAU",2015,"RWA",1257,1208.77035,341505134.238742,363153411.164507,2485447020.76776,118469731.857333,161846925.394661
"ROG",2015,"RWA",1257,1208.77035,345941214.036848,362814127.675463,2482915180.47105,118349050.773187,161682057.439646
"LUT",2015,"RWA",1257,1208.77035,345941214.036848,362814127.675463,2482915180.47105,118349050.773187,161682057.439646
"BAU",2020,"RWA",1484,1440.906409,413151209.13758,498122634.363768,3443777602.16171,168886196.974083,230633365.315327
"ROG",2020,"RWA",1484,1440.906409,343464976.736512,503315607.906535,3451482686.9929,170808762.996679,233258848.509199
"LUT",2020,"RWA",1484,1440.906409,343464976.736512,503315607.906535,3451482686.9929,170808762.996679,233258848.509199
"BAU",2025,"RWA",1847,1748.965714,567373720.939728,714325176.471966,4995674776.87395,248959454.180233,340197059.15908
"ROG",2025,"RWA",1847,1748.965714,369566512.159271,645851518.973739,6029438967.1324,222956706.251606,304664934.442218
"LUT",2025,"RWA",1847,1748.965714,265303841.163092,567184641.110864,5365631496.93733,185273425.992073,253952420.830869
"BAU",2030,"RWA",2268,2164.5328,749640159.402714,975018908.520943,6884619526.09381,345166338.248351,472551482.706808
"ROG",2030,"RWA",2268,2164.5328,345123853.667993,757218887.631549,9937397927.22011,262867510.449165,359879913.112567
"LUT",2030,"RWA",2268,2164.5328,213183918.242352,593845759.757345,8065219336.73677,187161359.589817,257595778.470274
"BAU",2035,"RWA",2604,2748.892001,983493191.264986,1183246218.34226,8395892393.51086,423546037.000341,581605985.694943
"ROG",2035,"RWA",2604,2748.892001,331752830.468673,748157622.693379,14325511823.3235,259684450.474627,356594130.49312
"LUT",2035,"RWA",2604,2748.892001,185137107.862425,540112378.951489,10965852055.0533,166074821.962533,229551438.030485
"BAU",2040,"RWA",2951,3454.546945,1614514271.3692,1380826147.62065,9820695311.94002,497251872.766639,685362613.181014
"ROG",2040,"RWA",2951,3454.546945,310578087.43922,706292629.910785,19269620612.8398,244729902.109226,337311399.7538
"LUT",2040,"RWA",2951,3454.546945,156219711.119785,472113191.268869,13988678367.3292,142072372.972353,197307258.092894
"BAU",2045,"RWA",3312,4349.820794,2173892110.85568,1593362267.96376,11368080288.0282,576967506.803826,798999159.618058
"ROG",2045,"RWA",3312,4349.820794,300121199.653562,631930255.924098,24820620424.3187,218478853.454022,302555028.221775
"LUT",2045,"RWA",3312,4349.820794,136986006.7763,392481012.209015,17153323933.0697,115929301.73805,161900649.855247
"BAU",2050,"RWA",3680,5527.5958,2818154027.50352,1823333238.2624,13039638073.6105,662941962.550635,923723138.40874
"ROG",2050,"RWA",3680,5527.5958,275472411.940241,539516505.630406,31007520076.9089,186152605.609666,259379370.729741
"LUT",2050,"RWA",3680,5527.5958,114851012.599085,312239629.888327,20492171927.3801,90801436.002483,127682823.99996
"BAU",2015,"BDI",751,960.638797,285031527.861392,241718024.678238,1095106738.9642,87888989.7466005,119154404.39962
"ROG",2015,"BDI",751,960.638797,292123497.42911,241134789.124391,1092216638.58573,87657041.5779952,118839943.55576
"LUT",2015,"BDI",751,960.638797,292123497.42911,241134789.124391,1092216638.58573,87657041.5779952,118839943.55576
"BAU",2020,"BDI",1009,986.469107,407814840.615845,409843074.402178,1891758008.28071,153813899.909972,208207009.110495
"ROG",2020,"BDI",1009,986.469107,353425681.319357,414188166.826975,1889197124.35547,155604533.794285,210630863.688547
"LUT",2020,"BDI",1009,986.469107,353425681.319357,414188166.826975,1889197124.35547,155604533.794285,210630863.688547
"BAU",2025,"BDI",1335,1039.103788,557715686.790535,633229765.973282,2968907816.79713,239421414.973706,324102621.397199
"ROG",2025,"BDI",1335,1039.103788,452844273.201332,628562550.040816,3149056573.08518,237002130.816497,320827658.139034
"LUT",2025,"BDI",1335,1039.103788,336034430.210863,562403655.292757,2801717025.47628,201255967.134078,273260810.35552
"BAU",2030,"BDI",1735,1112.062635,719107563.920384,926008834.52815,4401705237.10193,349073701.991776,472916640.002468
"ROG",2030,"BDI",1735,1112.062635,502051529.524078,894606822.076139,5040646934.3565,335772804.06745,454896903.999738
"LUT",2030,"BDI",1735,1112.062635,328154645.02035,730711686.2139,4123701820.91667,250489838.01386,341124888.786964
"BAU",2035,"BDI",2094,1250.318193,892138855.657597,1197339598.09451,5740891806.03786,450240240.466204,610736609.099495
"ROG",2035,"BDI",2094,1250.318193,553974674.223422,1092320588.68435,7457305491.01164,406917903.08884,551971232.195999
"LUT",2035,"BDI",2094,1250.318193,332457244.467914,838970996.120539,5806203182.95112,278631650.527189,380423319.012701
"BAU",2040,"BDI",2513,1407.331076,1091569709.31246,1527774037.45326,7385355715.53389,571772493.678109,776732663.712335
"ROG",2040,"BDI",2513,1407.331076,595729011.896413,1302889581.11737,10794127975.8825,480382107.561305,652582063.900223
"LUT",2040,"BDI",2513,1407.331076,326903628.800927,945290326.835609,8030270468.29962,304168165.806125,416370025.853199
"BAU",2045,"BDI",2993,1597.360256,1359135312.2582,1917743925.46666,9339456959.20861,713508397.640023,970937259.787972
"ROG",2045,"BDI",2993,1597.360256,656013086.699197,1505216598.4921,15319843089.3024,548249150.703289,746053627.155062
"LUT",2045,"BDI",2993,1597.360256,331324877.52853,1034238581.05524,10923396186.6364,322588267.379344,442772969.55745
"BAU",2050,"BDI",3528,1836.100066,1648214329.81631,2368754010.50048,11614091140.289,876246592.166506,1194761536.57295
"ROG",2050,"BDI",3528,1836.100066,676718591.455275,1675199921.56973,21349422749.1503,602334154.996692,821282144.761209
"LUT",2050,"BDI",3528,1836.100066,316011350.292858,1090838797.55163,14620930820.6096,330289270.076806,454625102.497346
"BAU",2015,"COG",969,5683.32508,745263602.656631,213401459.461442,889105687.829803,72998119.6782305,102158172.340345
"ROG",2015,"COG",969,5683.32508,717251593.888496,215864504.109504,887559710.07778,73910729.9290695,103435336.679587
"LUT",2015,"COG",969,5683.32508,717251593.888496,215864504.109504,887559710.07778,73910729.9290695,103435336.679587
"BAU",2020,"COG",1127,5824.055306,985991619.279547,305971722.810563,1291842592.14505,110263853.500267,153982198.440045
"ROG",2020,"COG",1127,5824.055306,845736389.861263,317829960.839374,1282806101.23603,114903597.399397,160461547.230309
"LUT",2020,"COG",1127,5824.055306,845736389.861263,317829960.839374,1282806101.23603,114903597.399397,160461547.230309
"BAU",2025,"COG",1314,5660.712315,1227377783.7654,416798424.763125,1781222018.71342,154306667.373043,214986508.965992
"ROG",2025,"COG",1314,5660.712315,787361121.280602,459106278.331339,1685924175.72977,170962152.114402,238191627.582316
"LUT",2025,"COG",1314,5660.712315,605418672.329914,414812862.408648,1490003472.36715,146593523.810067,204865302.960064
"BAU",2030,"COG",1525,5497.176365,1451411610.79522,548185813.528908,2368600621.53537,205817765.833115,286297390.899941
"ROG",2030,"COG",1525,5497.176365,792252419.797926,616187337.04486,2147542784.04282,233289731.389628,324511546.17408
"LUT",2030,"COG",1525,5497.176365,527422591.767666,509952098.246964,1736372064.36182,176253273.698933,246482851.940685
"BAU",2035,"COG",1732,5403.845611,1710622315.44755,677109297.725509,2949567680.94932,255646687.713089,355329254.908584
"ROG",2035,"COG",1732,5403.845611,902375522.053636,764880817.338351,2613507060.3016,291397857.759858,405020634.556287
"LUT",2035,"COG",1732,5403.845611,545193794.028561,595511735.371382,1984430673.30343,201537735.905267,282071001.635339
"BAU",2040,"COG",1954,5343.742574,1978561632.97364,820401401.872926,3600400117.92347,310339862.803895,431174200.855787
"ROG",2040,"COG",1954,5343.742574,1006888669.31097,929517077.678537,3144242279.34768,354972513.675859,493185079.503224
"LUT",2040,"COG",1954,5343.742574,559059623.761738,688263178.360578,2267972938.99421,228332078.151802,319862859.587688
"BAU",2045,"COG",2189,5343.631784,2306522093.23242,972944269.669278,4296974264.76423,367823607.615642,511059558.709525
"ROG",2045,"COG",2189,5343.631784,1152110989.73589,1102515990.49878,3755825387.73018,420824967.247861,584700431.409988
"LUT",2045,"COG",2189,5343.631784,595773372.545798,782705055.144323,2596828706.85962,254719424.018363,357233290.975081
"BAU",2050,"COG",2435,5413.212543,2626191704.32505,1139836078.07249,5063693780.46569,430242665.343924,598072095.78287
"ROG",2050,"COG",2435,5413.212543,1264545587.20186,1286364037.36956,4509678835.53856,490111246.985874,681294265.451998
"LUT",2050,"COG",2435,5413.212543,614596268.819965,879945236.291584,3010426683.56016,281301541.398966,395069755.859419
"BAU",2015,"AGO",7146,19139.9082530821,10050816861.9508,1986039863.1147,12561287471.3186,581068054.470431,878905828.952978
"ROG",2015,"AGO",7146,19139.9082530821,9834778523.75699,2004296081.86546,12588025528.3885,586440529.556556,887211581.496174
"LUT",2015,"AGO",7146,19139.9082530821,9834778523.75699,2004296081.86546,12588025528.3885,586440529.556556,887211581.496174
"BAU",2020,"AGO",8963,19322.2492107451,14811502383.2069,3001716641.85479,19183117112.1025,908699929.165424,1371501594.23668
"ROG",2020,"AGO",8963,19322.2492107451,13760652183.7367,3088013416.84994,19304739787.5986,936460128.78356,1413535350.07716
"LUT",2020,"AGO",8963,19322.2492107451,13760652183.7367,3088013416.84994,19304739787.5986,936460128.78356,1413535350.07716
"BAU",2025,"AGO",11259,21463.0837108762,22123423078.5256,4327318540.40156,27956938354.225,1317347391.86821,2008196808.13155
"ROG",2025,"AGO",11259,21463.0837108762,15644427520.7721,4558846337.89255,31979695525.0081,1390659651.42481,2118584798.6424
"LUT",2025,"AGO",11259,21463.0837108762,12196574738.9332,4161407559.62748,28958324793.6477,1208257426.9517,1846183776.95043
"BAU",2030,"AGO",13717,24530.3072553903,31560439010.2444,5811950324.42224,37882557866.0499,1753895050.8538,2715540392.77296
"ROG",2030,"AGO",13717,24530.3072553903,19185346472.8343,5827626739.57427,50051110207.2178,1760808800.95507,2722277121.13054
"LUT",2030,"AGO",13717,24530.3072553903,12760066136.4469,4768734023.59521,43870193081.4875,1316696263.35507,2050225318.13702
"BAU",2035,"AGO",15511,28908.9606200954,41948035170.7606,6873052680.1618,44918788230.0695,2041231780.27936,3232179932.08982
"ROG",2035,"AGO",15511,28908.9606200954,22797887348.0293,6308262186.70249,69843068012.4305,1873254648.44551,2957356438.64774
"LUT",2035,"AGO",15511,28908.9606200954,14063226111.4916,4851993227.00918,58730330307.8853,1288935636.07807,2053718319.63186
"BAU",2040,"AGO",17301,34338.235242101,55021388290.0075,7948885484.21063,52045526021.4282,2308024703.32689,3758818584.76776
"ROG",2040,"AGO",17301,34338.235242101,26308763371.5336,6564012330.68387,94693263448.1155,1905702007.33622,3087074699.0051
"LUT",2040,"AGO",17301,34338.235242101,14973235945.2777,4767111802.00079,76725428109.9605,1215822899.17473,1992127945.94526
"BAU",2045,"AGO",19118,41237.610341192,74977572876.1415,8759474065.15371,57319257486.0517,2460423532.30157,4154563863.97489
"ROG",2045,"AGO",19118,41237.610341192,30083065429.0652,6551396633.66346,123757211072.699,1847552792.06046,3091526141.98863
"LUT",2045,"AGO",19118,41237.610341192,15843695262.9603,4493876692.34138,96872508734.2657,1095447480.08814,1858653285.09087
"BAU",2050,"AGO",20946,50015.102273427,98042631904.3136,9818528310.08883,64293918635.3449,2646954464.36566,4680607993.48274
"ROG",2050,"AGO",20946,50015.102273427,33009751366.6341,6388153138.85449,161839004477.626,1737790899.40957,3028446779.34782
"LUT",2050,"AGO",20946,50015.102273427,16104521067.6886,4130166140.71844,122214506125.373,956833195.408458,1695929000.74591
"BAU",2015,"ZMB",3268,3317.35874346526,1363911311.26611,1226504390.1299,6516879114.90754,446746355.018299,614395732.196902
"ROG",2015,"ZMB",3268,3317.35874346526,1343985751.28368,1228057151.56451,6516847566.41797,447370230.089142,615253812.113059
"LUT",2015,"ZMB",3268,3317.35874346526,1343985751.28368,1228057151.56451,6516847566.41797,447370230.089142,615253812.113059
"BAU",2020,"ZMB",4052,3513.54748437364,1640993453.1932,1759309544.96314,9475232715.05672,648358009.465465,892136421.473596
"ROG",2020,"ZMB",4052,3513.54748437364,1335189757.39817,1782836421.81758,9475631498.09381,657915309.173935,905289887.008837
"LUT",2020,"ZMB",4052,3513.54748437364,1335189757.39817,1782836421.81758,9475631498.09381,657915309.173935,905289887.008837
"BAU",2025,"ZMB",5091,4025.95795694568,2105213834.90786,2485855586.63447,13539445610.3291,923771954.102676,1274382320.36123
"ROG",2025,"ZMB",5091,4025.95795694568,1409629577.93376,2375871632.38336,15688212632.7771,878222549.927665,1211557547.15949
"LUT",2025,"ZMB",5091,4025.95795694568,1099041136.00858,2176071754.88431,14489658191.8921,771455603.846177,1066566057.3839
"BAU",2030,"ZMB",6379,4714.54734974453,2677467069.62913,3434720653.16576,18899657741.6132,1279101967.2066,1771362609.95073
"ROG",2030,"ZMB",6379,4714.54734974453,1376599165.60165,3009371280.2893,25672368174.2439,1108273527.51196,1534857143.48833
"LUT",2030,"ZMB",6379,4714.54734974453,942274724.036687,2535219165.2641,22173678829.0918,864572095.603914,1201969572.91547
"BAU",2035,"ZMB",7465,5639.60764279572,3400445273.54594,4251714803.61865,23525931229.0766,1587053047.32226,2208831903.51188
"ROG",2035,"ZMB",7465,5639.60764279572,1429679805.29129,3303120773.08426,37579658990.5044,1210679157.9151,1685232575.23606
"LUT",2035,"ZMB",7465,5639.60764279572,896221559.505003,2613417441.31569,31084456806.4896,866716403.669923,1212273029.87067
"BAU",2040,"ZMB",8671,6722.63251952976,4302472297.09237,5197772602.44323,28909664091.1501,1939359127.09166,2715067371.36288
"ROG",2040,"ZMB",8671,6722.63251952976,1445839175.27657,3516196226.23443,52992515115.6464,1279748763.06615,1792151613.47362
"LUT",2040,"ZMB",8671,6722.63251952976,824473309.66365,2615501613.95097,42004390629.2454,843849738.127509,1188361833.66694
"BAU",2045,"ZMB",9999,8088.98512412299,5674562383.91478,6268311434.86713,35017329816.0229,2332974327.17201,3290188743.7583
"ROG",2045,"ZMB",9999,8088.98512412299,1514262067.56709,3592326895.30424,72632818217.2344,1296238611.18636,1829093607.25192
"LUT",2045,"ZMB",9999,8088.98512412299,718472539.060581,2334925867.40007,57319459400.4227,725080690.06532,1028182294.18077
"BAU",2050,"ZMB",11437,9854.62299524723,9040420840.87684,7369038215.60871,41255020668.583,2725852280.44212,3880368539.58979
"ROG",2050,"ZMB",11437,9854.62299524723,1491698628.00807,3515184126.61858,96405600709.2444,1255974080.5365,1789688167.70294
"LUT",2050,"ZMB",11437,9854.62299524723,637916549.507337,2117261344.21867,72459299595.7178,640354852.134428,916870302.212038
"BAU",2015,"MWI",1713,1049.15057795517,486118636.900778,531936512.954427,2948895080.1258,187846543.649655,255224015.164535
"ROG",2015,"MWI",1713,1049.15057795517,482497799.331682,532220860.471517,2948335463.80936,187959998.103341,255377819.724257
"LUT",2015,"MWI",1713,1049.15057795517,482497799.331682,532220860.471517,2948335463.80936,187959998.103341,255377819.724257
"BAU",2020,"MWI",2081,1065.76349102021,582682755.552072,764108472.231063,4289482495.00998,277214198.717945,376129510.299179
"ROG",2020,"MWI",2081,1065.76349102021,475443950.57113,772369341.890826,4291741671.34496,280501133.194159,380588980.970885
"LUT",2020,"MWI",2081,1065.76349102021,475443950.57113,772369341.890826,4291741671.34496,280501133.194159,380588980.970885
"BAU",2025,"MWI",2583,1199.25597860275,737846059.236354,1085715552.58409,6169286546.41668,401246914.995452,544446284.309233
"ROG",2025,"MWI",2583,1199.25597860275,518913732.482466,1038875658.85631,7002925158.05054,381926624.898407,518228513.485225
"LUT",2025,"MWI",2583,1199.25597860275,385860329.112734,930259962.6414,6300553980.43018,325656945.254613,443099553.203069
"BAU",2030,"MWI",3221,1379.01958660199,917544725.514085,1512253012.93817,8692224115.19955,563993481.179135,765952565.77962
"ROG",2030,"MWI",3221,1379.01958660199,501928669.232145,1338821254.07214,11346811020.9574,493772401.075005,670583148.561418
"LUT",2030,"MWI",3221,1379.01958660199,321118197.679016,1084607774.27677,9356695426.74448,365926941.485435,499430778.67672
"BAU",2035,"MWI",3861,1626.85710812095,1162875784.95673,1950947880.0705,11306589497.9875,731110195.437198,994428073.860993
"ROG",2035,"MWI",3861,1626.85710812095,526596959.153206,1547113701.31828,17126201328.4035,568711062.91835,773535294.219323
"LUT",2035,"MWI",3861,1626.85710812095,300437813.427745,1159055452.97601,13264693207.2555,378813810.045222,518585636.24401
"BAU",2040,"MWI",4594,1925.58409870551,1459408837.76728,2472029760.97956,14434450254.6044,927961398.405198,1264642477.53558
"ROG",2040,"MWI",4594,1925.58409870551,533643415.103259,1718578731.30149,24961597301.3831,627529373.477261,855203762.408045
"LUT",2040,"MWI",4594,1925.58409870551,272516731.483729,1196278629.09755,18250509898.4462,379040728.249922,520559604.943545
"BAU",2045,"MWI",5420,2310.59643174701,1891776669.00951,3074069652.4107,18068158153.2983,1154121273.22733,1576770035.84049
"ROG",2045,"MWI",5420,2310.59643174701,553502757.142519,1815293341.92758,35312165904.4687,657205034.152733,897873447.458328
"LUT",2045,"MWI",5420,2310.59643174701,254814858.7881,1176209964.30526,24458422981.9364,361856855.906731,498722097.693169
"BAU",2050,"MWI",6333,2818.10282621017,2416023630.16391,3761572587.57235,22237895523.3064,1411709915.3872,1934772863.77711
"ROG",2050,"MWI",6333,2818.10282621017,530607739.455956,1815077685.6375,48508536727.0117,651210942.53198,892489245.193289
"LUT",2050,"MWI",6333,2818.10282621017,221369595.533725,1095044963.24354,31913592434.3818,327921430.516897,453782906.0691
"BAU",2015,"ZWE",2516,3602.80861451293,1361254313.85794,956326935.841577,4254096169.6173,377698864.684547,519538877.702147
"ROG",2015,"ZWE",2516,3602.80861451293,1272507310.52916,963262029.503717,4247923462.64957,380688435.079552,523647872.957178
"LUT",2015,"ZWE",2516,3602.80861451293,1272507310.52916,963262029.503717,4247923462.64957,380688435.079552,523647872.957178
"BAU",2020,"ZWE",2673,4072.03599005227,1329733419.27312,1072162443.63793,4789554167.97803,428284121.42553,590459041.293117
"ROG",2020,"ZWE",2673,4072.03599005227,1066481565.57318,1092549383.60215,4769945011.4556,437200474.689276,602753003.126915
"LUT",2020,"ZWE",2673,4072.03599005227,1066481565.57318,1092549383.60215,4769945011.4556,437200474.689276,602753003.126915
"BAU",2025,"ZWE",3004,4719.05170412263,1475220224.51031,1300250766.17896,5857336854.60139,525331268.540878,726468104.278669
"ROG",2025,"ZWE",3004,4719.05170412263,1099587610.24979,1251143470.76988,6945230624.19683,502777987.761531,695328666.337453
"LUT",2025,"ZWE",3004,4719.05170412263,938080441.508855,1184592783.15351,6624407750.63572,464594110.613462,643623914.303561
"BAU",2030,"ZWE",3439,5701.43225798252,1681545673.50799,1609593583.36062,7311954687.02255,656306066.717102,912154005.018953
"ROG",2030,"ZWE",3439,5701.43225798252,1042041000.96551,1416144790.52082,10666025676.5297,570759076.895362,793387540.326097
"LUT",2030,"ZWE",3439,5701.43225798252,793812020.303557,1256720334.66278,9710502613.63601,482035712.38833,672437570.039259
"BAU",2035,"ZWE",3863,7063.60649425465,1992521049.6056,1917323996.99682,8764231744.23176,786656102.925866,1101266150.11855
"ROG",2035,"ZWE",3863,7063.60649425465,1027478734.95938,1484366415.73833,15770886233.7238,596691295.654132,835543066.403673
"LUT",2035,"ZWE",3863,7063.60649425465,712158776.85684,1240709575.07836,13825857002.4309,465105759.380271,654659123.540978
"BAU",2040,"ZWE",4364,8853.70363347889,2404023676.24449,2300670942.97423,10577430720.5344,946510453.2654,1337944786.53841
"ROG",2040,"ZWE",4364,8853.70363347889,986343969.488127,1506999770.96788,22996640976.0376,601602477.290862,850689460.38293
"LUT",2040,"ZWE",4364,8853.70363347889,616419287.969079,1179193967.94988,19324052522.409,430371570.221038,612793298.025563
"BAU",2045,"ZWE",4910,11100.3952174851,2993962109.37458,2739798940.92542,12657256762.2948,1125689384.69468,1610886973.04781
"ROG",2045,"ZWE",4910,11100.3952174851,962021718.732195,1468009699.94102,32164144026.5647,579892871.34744,830140466.959724
"LUT",2045,"ZWE",4910,11100.3952174851,545206735.986359,1073180652.54729,25871973467.1386,380703462.767218,549808283.494177
"BAU",2050,"ZWE",5479,13897.2101827636,3691526659.31305,3236416893.41538,15010013574.7719,1322965165.59067,1922588016.11172
"ROG",2050,"ZWE",5479,13897.2101827636,884672687.661454,1374437448.2528,43139654515.0697,535748006.941666,778778078.568925
"LUT",2050,"ZWE",5479,13897.2101827636,355404246.422336,738953811.990934,35691090510.9954,252575872.677935,369364560.325784
"BAU",2015,"NAM",368,10843.4813022133,521196787.803334,67537696.7120283,443264016.482043,29981635.1477923,42420355.4767266
"ROG",2015,"NAM",368,10843.4813022133,517926297.018532,67756969.4837413,443296369.724774,30083810.6197843,42564921.3024909
"LUT",2015,"NAM",368,10843.4813022133,517926297.018532,67756969.4837413,443296369.724774,30083810.6197843,42564921.3024909
"BAU",2020,"NAM",435,12003.1824568802,722955312.176435,92428749.217724,613185057.736334,42184257.0351537,59940145.2835737
"ROG",2020,"NAM",435,12003.1824568802,658591953.771961,96647986.5661561,613516027.567201,44208435.7822164,62816326.5110339
"LUT",2020,"NAM",435,12003.1824568802,658591953.771961,96647986.5661561,613516027.567201,44208435.7822164,62816326.5110339
"BAU",2025,"NAM",509,13650.2992274155,988433997.065117,118964506.260153,795479561.054447,54969513.6408827,78690829.6703428
"ROG",2025,"NAM",509,13650.2992274155,665219253.983187,131186423.100878,935799046.163778,60733336.2896137,86941948.4498257
"LUT",2025,"NAM",509,13650.2992274155,543684755.649322,122622407.534092,869526518.674034,54539272.0416665,78251515.5351446
"BAU",2030,"NAM",582,15769.1498597503,1292928762.55017,145319398.048025,977274724.52118,67364477.8553278,97424874.8158003
"ROG",2030,"NAM",582,15769.1498597503,723043406.126687,156492709.00925,1379914781.30522,72623131.7730897,105030124.881538
"LUT",2030,"NAM",582,15769.1498597503,528901771.937272,136288963.131681,1219231092.49701,59039484.6588597,85714410.7590131
"BAU",2035,"NAM",655,18207.9781401187,1748089045.80535,164363767.615544,1108129144.3844,75874596.0364923,111058309.342051
"ROG",2035,"NAM",655,18207.9781401187,860861699.776341,172339045.122736,1877535407.01643,79564155.0878442,116458749.171262
"LUT",2035,"NAM",655,18207.9781401187,575674343.891613,141724966.913059,1595087130.79259,59719344.3324531,87856075.2108298
"BAU",2040,"NAM",725,21139.92782646,2230734006.96851,184397879.218216,1246271422.03347,84517085.5195471,125522541.44085
"ROG",2040,"NAM",725,21139.92782646,978474513.217756,183276973.362869,2519723846.76255,83840676.7667392,124517957.040152
"LUT",2040,"NAM",725,21139.92782646,605809400.830694,143114320.312772,2069504679.34424,58702276.9201041,87708751.5344647
"BAU",2045,"NAM",796,24462.5213156397,2754658486.52109,206805874.32483,1401170362.8684,93848246.8646442,141707437.091275
"ROG",2045,"NAM",796,24462.5213156397,1104029714.07523,190136297.178544,3306601200.79847,85898765.8711869,129704010.118223
"LUT",2045,"NAM",796,24462.5213156397,636345814.41699,141407800.90223,2628172076.33643,56419008.495982,85772392.3818644
"BAU",2050,"NAM",871,28068.0984572251,3275474616.15583,237158964.988292,1612108233.87321,106356032.126168,163510949.142612
"ROG",2050,"NAM",871,28068.0984572251,1179826899.46582,197264088.548873,4305680895.19168,87817211.8772879,135009508.892541
"LUT",2050,"NAM",871,28068.0984572251,633753974.669504,139640506.426039,3305071339.41377,54153544.6057649,83883293.1170464
"BAU",2015,"ZAF",23199,15183.6065697923,95239958044.6125,11977678083.4962,90115322944.7047,4648332486.17582,6779400248.614
"ROG",2015,"ZAF",23199,15183.6065697923,92543645386.733,12165800425.515,90346068016.8873,4724581591.54913,6890644837.69382
"LUT",2015,"ZAF",23199,15183.6065697923,92543645386.733,12165800425.515,90346068016.8873,4724581591.54913,6890644837.69382
"BAU",2020,"ZAF",25109,15857.4601408301,100834001809.524,13795991447.9076,104404230096.087,5306121800.06178,7761985369.7697
"ROG",2020,"ZAF",25109,15857.4601408301,87844645452.6294,14693262146.3258,105600966207.21,5670725567.64908,8295274114.23824
"LUT",2020,"ZAF",25109,15857.4601408301,87844645452.6294,14693262146.3258,105600966207.21,5670725567.64908,8295274114.23824
"BAU",2025,"ZAF",26781,18720.5706210608,119309305230.937,14657192172.7423,110860418009.845,5571371481.54907,8269929028.31876
"ROG",2025,"ZAF",26781,18720.5706210608,70377058947.7577,16301919923.3726,138687383866.597,6220204901.41991,9230734452.21494
"LUT",2025,"ZAF",26781,18720.5706210608,67984004076.604,16110124504.4023,139414719153.769,6118062436.95804,9081877725.83566
"BAU",2030,"ZAF",28304,22227.7934964623,137836866613.505,15589717739.9947,117836748549.366,5854199957.88584,8848066678.78165
"ROG",2030,"ZAF",28304,22227.7934964623,64791246648.3185,16419929833.981,180231760038.696,6180889513.91829,9336524424.8645
"LUT",2030,"ZAF",28304,22227.7934964623,60104927478.8737,15717768277.7661,185262854759.962,5861584943.52789,8858332243.65729
